species	official gene symbol	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
Mm Hs	GJC1	Purkinje fiber cells	CX45|GJA7	0.026	gap junction protein gamma 1	protein-coding gene	NA	Mesoderm	Heart	NA	NA	0.0116392	0.0301094
Mm Hs	KCNK3	Purkinje fiber cells	K2p3.1|TASK|TASK-1	0.005	potassium two pore domain channel subfamily K member 3	protein-coding gene	NA	Mesoderm	Heart	NA	NA	0.00161655	0.0061781
Mm Hs	NEFM	Purkinje fiber cells	NFM|NF-M|NEF3	0.029	neurofilament medium	protein-coding gene	NA	Mesoderm	Heart	NA	NA	0.0206919	0.0293282
Mm Hs	CALB1	Purkinje neurons	CALB	0.02	calbindin 1	protein-coding gene	1	Ectoderm	Brain	NA	0.121212	0.00129324	0.0252687
Mm Hs	ABAT	Purkinje neurons	GABAT	0.035	4-aminobutyrate aminotransferase	protein-coding gene	NA	Ectoderm	Brain	NA	0.151515	0.00355642	0.0422806
Mm Hs	GRIN1	Purkinje neurons	GluN1|NMDAR1	0.018	glutamate ionotropic receptor NMDA type subunit 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.151515	0.00129324	0.022208
Mm Hs	GAD1	Purkinje neurons	GAD	0.032	glutamate decarboxylase 1	protein-coding gene	1	Ectoderm	Brain	NA	0.909091	0.00355642	0.0385081
Mm Hs	HDAC6	Purkinje neurons	KIAA0901|JM21|HD6|FLJ16239|PPP1R90	0.006	histone deacetylase 6	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.00355642	0.00704676
Mm Hs	PRKG1	Purkinje neurons	PGK|PKG|PKG1|PRKGR1B|PRKG1B	0.002	protein kinase cGMP-dependent 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.00387973	0.00227774
Mm Hs	ATP2B2	Purkinje neurons	PMCA2	0.052	ATPase plasma membrane Ca2+ transporting 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.545455	0.00129324	0.0636344
Mm Hs	PDE5A	Purkinje neurons	NA	0.012	phosphodiesterase 5A	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.00420304	0.0139512
Mm Hs	ITPR3	Purkinje neurons	IP3R3	0.008	inositol 1,4,5-trisphosphate receptor type 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0139024	0.00661969
Mm Hs	PDE1B	Purkinje neurons	PDES1B	0.007	phosphodiesterase 1B	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0	0.00839917
Mm Hs	PDE1A	Purkinje neurons	NA	0.019	phosphodiesterase 1A	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0223084	0.0188626
Mm	CAR8	Purkinje neurons	NA	0.01	carbonic anhydrase 8	protein coding gene	1	Ectoderm	Brain	NA	0.0606061	0.0	0.0128123
Mm Hs	OMP	Purkinje neurons	NA	0.001	olfactory marker protein	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0	0.00185067
Mm Hs	PDE9A	Purkinje neurons	NA	0.003	phosphodiesterase 9A	protein-coding gene	NA	Ectoderm	Brain	NA	0.030303	0.00387973	0.00263364
Mm Hs	CBLN1	Purkinje neurons	NA	0.004	cerebellin 1 precursor	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0155189	0.00170831
Mm Hs	MRPS35	Purkinje neurons	MRPS28|MDS023	0.046	mitochondrial ribosomal protein S35	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0704817	0.0348779
Mm Hs	PVALB	Purkinje neurons	D22S749	0.005	parvalbumin	protein-coding gene	NA	Ectoderm	Brain	NA	0.212121	0.00258649	0.00540964
Mm Hs	SHANK2	Purkinje neurons	CTTNBP1|ProSAP1|SHANK|SPANK-3|CORTBP1	0.003	SH3 and multiple ankyrin repeat domains 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.030303	0.000646621	0.00320307
Mm Hs	CACNA2D2	Purkinje neurons	KIAA0558	0.03	calcium voltage-gated channel auxiliary subunit alpha2delta 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.0606061	0.00129324	0.0377251
Mm Hs	NKAIN4	Purkinje neurons	bA261N11.2|FAM77A|C20orf58	0.037	sodium/potassium transporting ATPase interacting 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.00937601	0.0438465
Mm Hs	CNTNAP2	Purkinje neurons	Caspr2|KIAA0868	0.04	contactin associated protein like 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.151515	0.0245716	0.0439889
Mm Hs	TH	Purkinje neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	NA	Ectoderm	Brain	NA	0.030303	0.00193986	0.00263364
Mm Hs	CERK	Purkinje neurons	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2	0.011	ceramide kinase	protein-coding gene	NA	Ectoderm	Brain	NA	0.121212	0.00969932	0.0114599
Mm Hs	CD3G	Purkinje neurons	NA	0.044	CD3g molecule	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0763013	0.0372268
Mm Hs	KCNA2	Purkinje neurons	Kv1.2	0.021	potassium voltage-gated channel subfamily A member 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.181818	0.0	0.0265499
Mm Hs	SLC22A15	Purkinje neurons	FLIPT1	0.017	solute carrier family 22 member 15	protein-coding gene	NA	Ectoderm	Brain	NA	0.151515	0.0	0.0214962
Mm Hs	CACNG2	Purkinje neurons	stargazin|MGC138502|MGC138504	0.015	calcium voltage-gated channel auxiliary subunit gamma 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.30303	0.0	0.0181508
Mm Hs	SYT2	Purkinje neurons	NA	0.002	synaptotagmin 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.212121	0.0	0.00263364
Mm Hs	CPLX1	Purkinje neurons	CPX-I	0.028	complexin 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.30303	0.0	0.0350915
Mm Hs	PKP4	Purkinje neurons	p0071	0.03	plakophilin 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.181818	0.00743615	0.0351626
Mm Hs	KCNMA1	Purkinje neurons	KCa1.1|mSLO1|SLO	0.047	potassium calcium-activated channel subfamily M alpha 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.272727	0.0190753	0.0525304
Mm Hs	ADGRB1	Purkinje neurons	BAI1	0.02	adhesion G protein-coupled receptor B1	protein-coding gene	NA	Ectoderm	Brain	NA	0.272727	0.000323311	0.0254822
Mm Hs	HCN1	Purkinje neurons	BCNG-1|HAC-2|BCNG1	0.005	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.181818	0.0	0.00647733
Mm Hs	SLC24A2	Purkinje neurons	NCKX2	0.028	solute carrier family 24 member 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.181818	0.00808277	0.0335255
Mm Hs	GABRA1	Purkinje neurons	EJM5	0.029	gamma-aminobutyric acid type A receptor alpha1 subunit	protein-coding gene	NA	Ectoderm	Brain	NA	0.151515	0.000323311	0.035305
Mm Hs	CLSTN3	Purkinje neurons	CSTN3|KIAA0726|CDHR14	0.036	calsyntenin 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.151515	0.00258649	0.0444872
Mm Hs	SLC24A3	Purkinje neurons	NA	0.014	solute carrier family 24 member 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.0909091	0.000323311	0.017439
Mm Hs	DLG4	Purkinje neurons	PSD-95|PSD95|SAP90|SAP-90	0.024	discs large MAGUK scaffold protein 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.0909091	0.000323311	0.0308919
Mm Hs	CNPY1	Purkinje neurons	NA	0.0	canopy FGF signaling regulator 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.030303	0.0	0.000427077
Mm Hs	SLC12A5	Purkinje neurons	KIAA1176|KCC2	0.052	solute carrier family 12 member 5	protein-coding gene	NA	Ectoderm	Brain	NA	0.393939	0.00387973	0.0636344
Mm Hs	SLC32A1	Purkinje neurons	VGAT|bA122O1.1|VIAAT	0.028	solute carrier family 32 member 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.454545	0.00161655	0.0338102
Mm Hs	GRIA3	Purkinje neurons	GluA3|GLURC|MRX94|GLUR3	0.021	glutamate ionotropic receptor AMPA type subunit 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.212121	0.00226317	0.0249128
Mm Hs	CAMK2A	Purkinje neurons	KIAA0968|CAMKA	0.029	calcium/calmodulin dependent protein kinase II alpha	protein-coding gene	NA	Ectoderm	Brain	NA	0.272727	0.0	0.0345932
Mm Hs	PENK	Purkinje neurons	NA	0.021	proenkephalin	protein-coding gene	NA	Ectoderm	Brain	NA	0.121212	0.0284513	0.0207844
Mm Hs	HIVEP2	Purkinje neurons	MBP-2|HIV-EP2|MIBP1|ZAS2|Schnurri-2|ZNF40B	0.055	human immunodeficiency virus type I enhancer binding protein 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.393939	0.00258649	0.0684746
Mm Hs	NRIP3	Purkinje neurons	C11orf14	0.023	nuclear receptor interacting protein 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.515152	0.033301	0.0198591
Mm Hs	TSHZ1	Purkinje neurons	NY-CO-33|SDCCAG33	0.016	teashirt zinc finger homeobox 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.363636	0.00484966	0.0185778
Mm Hs	PCBP3	Purkinje neurons	FLJ44028|PCBP3-OT1|PCBP3OT	0.021	poly(rC) binding protein 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.393939	0.00258649	0.0259805
Mm Hs	GPSM1	Purkinje neurons	DKFZP727I051	0.005	G protein signaling modulator 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.333333	0.000969932	0.00491138
Mm Hs	PPM1E	Purkinje neurons	POPX1|KIAA1072|PP2CH|CaMKP-N	0.015	protein phosphatase, Mg2+/Mn2+ dependent 1E	protein-coding gene	NA	Ectoderm	Brain	NA	0.393939	0.00355642	0.0180796
Mm Hs	DLGAP1	Purkinje neurons	GKAP|SAPAP1|DAP-1	0.039	DLG associated protein 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.727273	0.00226317	0.0473343
Mm Hs	GNG4	Purkinje neurons	NA	0.014	G protein subunit gamma 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.30303	0.0171355	0.0123852
Mm Hs	SHISA8	Purkinje neurons	Orf26|C22orf17	0.005	shisa family member 8	protein-coding gene	NA	Ectoderm	Brain	NA	0.424242	0.0	0.00491138
Mm Hs	SYNPR	Purkinje neurons	MGC26651	0.024	synaptoporin	protein-coding gene	NA	Ectoderm	Brain	NA	0.666667	0.000969932	0.028543
Mm Hs	PRKCA	Purkinje neurons	PKCA	0.033	protein kinase C alpha	protein-coding gene	NA	Ectoderm	Brain	NA	0.484848	0.0151956	0.0365151
Mm Hs	PCP4L1	Purkinje neurons	IQM1	0.046	Purkinje cell protein 4 like 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.606061	0.0	0.0577977
Mm Hs	PCP4	Purkinje neurons	PEP-19	0.089	Purkinje cell protein 4	protein-coding gene	1	Ectoderm	Brain	NA	0.818182	0.0200453	0.104136
Mm Hs	SLC1A6	Purkinje neurons	EAAT4	0.003	solute carrier family 1 member 6	protein-coding gene	1	Ectoderm	Brain	NA	0.0606061	0.00323311	0.002776
Mm Hs	GRID2	Purkinje neurons	GluD2|GluR-delta-2	0.005	glutamate ionotropic receptor delta type subunit 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0606061	0.0168122	0.0024201
Mm Hs	GAD2	Purkinje neurons	GAD65	0.079	glutamate decarboxylase 2	protein-coding gene	1	Ectoderm	Brain	NA	0.424242	0.0252182	0.0942416
Mm Hs	CD3E	Pyramidal cells	NA	0.038	CD3e molecule	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.0937601	0.0264896
Mm Hs	DLG4	Pyramidal cells	PSD-95|PSD95|SAP90|SAP-90	0.024	discs large MAGUK scaffold protein 4	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.000323311	0.0310347
Mm Hs	CAMK2A	Pyramidal cells	KIAA0968|CAMKA	0.029	calcium/calmodulin dependent protein kinase II alpha	protein-coding gene	NA	Ectoderm	Brain	NA	1.0	0.0	0.0350827
Mm Hs	GRM1	Pyramidal cells	GPRC1A|mGlu1|MGLUR1|PPP1R85	0.004	glutamate metabotropic receptor 1	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0	0.00546836
Mm Hs	GRM5	Pyramidal cells	MGLUR5|GPRC1E|mGlu5|PPP1R86	0.036	glutamate metabotropic receptor 5	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.0	0.0464456
Mm Hs	TBR1	Pyramidal cells	NA	0.019	T-box, brain 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.00129324	0.0244301
Mm Hs	POU3F1	Pyramidal cells	OCT6|SCIP|OTF6	0.013	POU class 3 homeobox 1	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.000323311	0.0163341
Mm Hs	EMX1	Pyramidal cells	NA	0.025	empty spiracles homeobox 1	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0	0.032242
Mm Hs	FEZF2	Pyramidal cells	FLJ10142|FKSG36|TOF|FEZL|Zfp312|ZNF312	0.009	FEZ family zinc finger 2	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.000969932	0.0107947
Mm Hs	NRGN	Pyramidal cells	NA	0.032	neurogranin	protein-coding gene	NA	Ectoderm	Brain	NA	1.0	0.0113159	0.0367872
Mm Hs	GRIA3	Pyramidal cells	GluA3|GLURC|MRX94|GLUR3	0.021	glutamate ionotropic receptor AMPA type subunit 3	protein-coding gene	NA	Ectoderm	Brain	NA	0.0	0.00226317	0.0253533
Mm Hs	SPINK8	Pyramidal cells	NA	0.003	serine peptidase inhibitor, Kazal type 8 (putative)	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000646621	0.0031958
Mm Hs	PCP4	Pyramidal cells	PEP-19	0.089	Purkinje cell protein 4	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.0200453	0.105745
Mm Hs	SYNPR	Pyramidal cells	MGC26651	0.024	synaptoporin	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.000969932	0.0299695
Mm Hs	NR4A2	Pyramidal cells	TINUR|NOT|RNR1|HZF-3|NURR1	0.032	nuclear receptor subfamily 4 group A member 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0792111	0.0231518
Mm Hs	AGER	Pyramidal cells	SCARJ1	0.006	advanced glycosylation end-product specific receptor	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000646621	0.00766991
Mm Hs	GRIN2D	Pyramidal cells	GluN2D|EB11|NR2D|NMDAR2D	0.002	glutamate ionotropic receptor NMDA type subunit 2D	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0	0.00220155
Mm Hs	YWHAZ	Pyramidal cells	KCIP-1|14-3-3-zeta|YWHAD	0.499	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.510508	0.496485
Mm Hs	KCNN4	Pyramidal cells	KCa3.1|hSK4|hKCa4|hIKCa1|IK	0.027	potassium calcium-activated channel subfamily N member 4	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0103459	0.0294723
Mm Hs	DAB1	Pyramidal cells	NA	0.049	DAB1, reelin adaptor protein	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.00193986	0.0615723
Mm Hs	CCM2	Pyramidal cells	MGC4607|OSM|C7orf22	0.05	CCM2 scaffold protein	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0442936	0.0475818
Mm Hs	MAP2	Pyramidal cells	MAP2A|MAP2B|MAP2C	0.19	microtubule associated protein 2	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.0274814	0.233364
Mm Hs	CALB1	Pyramidal cells	CALB	0.02	calbindin 1	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00129324	0.0254953
Mm Hs	ADRB2	Pyramidal cells	ADRBR|B2AR|ADRB2R	0.013	adrenoceptor beta 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0100226	0.0139905
Mm Hs	RTN4	Pyramidal cells	NSP-CL|KIAA0886|NOGO|ASY	0.556	reticulon 4	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.510508	0.566934
Mm Hs	PDE2A	Pyramidal cells	NA	0.0	phosphodiesterase 2A	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000646621	7.10177e-05
Mm Hs	KCNB1	Pyramidal cells	Kv2.1	0.017	potassium voltage-gated channel subfamily B member 1	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000323311	0.0213053
Mm Hs	KCNB2	Pyramidal cells	Kv2.2	0.007	potassium voltage-gated channel subfamily B member 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0	0.0092323
Mm Hs	KCNQ2	Pyramidal cells	Kv7.2|ENB1|KCNA11|HNSPC	0.015	potassium voltage-gated channel subfamily Q member 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0236017	0.0144166
Mm Hs	KCNQ3	Pyramidal cells	Kv7.3|EBN2	0.018	potassium voltage-gated channel subfamily Q member 3	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000969932	0.0227967
Mm Hs	SATB2	Pyramidal cells	KIAA1034|FLJ21474	0.015	SATB homeobox 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00420304	0.0183936
Mm Hs	OXTR	Pyramidal cells	NA	0.001	oxytocin receptor	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000646621	0.00170442
Mm Hs	CCK	Pyramidal cells	NA	0.035	cholecystokinin	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00355642	0.0424686
Mm Hs	KCND2	Pyramidal cells	Kv4.2|RK5|KIAA1044	0.009	potassium voltage-gated channel subfamily D member 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.000969932	0.0117179
Mm Hs	KCND3	Pyramidal cells	Kv4.3|KSHIVB|SCA22|SCA19	0.005	potassium voltage-gated channel subfamily D member 3	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00161655	0.00589447
Mm Hs	PAX6	Radial glia cells	D11S812E|AN2	0.05	paired box 6	protein-coding gene	1	Ectoderm	Brain	NA	0.75	0.0148723	0.0600227
Mm Hs	SLC1A3	Radial glia cells	EAAT1|GLAST|EA6	0.078	solute carrier family 1 member 3	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.0113159	0.0966046
Mm Hs	PDGFD	Radial glia cells	SCDGF-B|MSTP036|IEGF	0.003	platelet derived growth factor D	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00387973	0.00255718
Mm Hs	GLI3	Radial glia cells	PAP-A|PAPA1|PAPB|ACLS|PPDIV|GCPS|PHS	0.003	GLI family zinc finger 3	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00581959	0.00234408
Mm Hs	NOTCH3	Radial glia cells	CASIL|CADASIL	0.019	notch 3	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.0148723	0.0214519
Mm Hs	VCAM1	Radial glia cells	CD106	0.036	vascular cell adhesion molecule 1	protein-coding gene	1	Ectoderm	Brain	NA	0.5	0.00743615	0.0434721
Mm Hs	HES5	Radial glia cells	bHLHb38	0.037	hes family bHLH transcription factor 5	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.00129324	0.0442534
Mm Hs	OLIG2	Radial glia cells	RACK17|OLIGO2|bHLHe19|PRKCBP2|BHLHB1	0.043	oligodendrocyte transcription factor 2	protein-coding gene	1	Ectoderm	Brain	NA	0.0	0.00161655	0.054127
Mm Hs	GFAP	Radial glia cells	FLJ45472	0.014	glial fibrillary acidic protein	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.00581959	0.0159114
Mm Hs	EMX2	Radial glia cells	NA	0.03	empty spiracles homeobox 2	protein-coding gene	1	Ectoderm	Brain	NA	0.25	0.0116392	0.0348061
Mm Hs	CDH4	Radial glia cells	NA	0.018	cadherin 4	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.000323311	0.0222333
Mm Hs	SPRY1	Radial glia cells	hSPRY1	0.018	sprouty RTK signaling antagonist 1	protein-coding gene	1	Ectoderm	Brain	NA	0.25	0.0310378	0.0152721
Mm Hs	AXIN2	Radial glia cells	MGC126582|DKFZp781B0869	0.007	axin 2	protein-coding gene	1	Ectoderm	Brain	NA	1.0	0.000646621	0.00816877
Mm Hs	RIIAD1	Radial glia cells	FLJ36032|NCRNA00166|C1orf230	0.02	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1	protein-coding gene	1	Ectoderm	Brain	NA	0.25	0.0122858	0.0230857
Mm Hs	HMOX1	Red pulp macrophages	bK286B10|HO-1	0.043	heme oxygenase 1	protein-coding gene	1	Mesoderm	Immune system	NA	1.0	0.0358875	0.0424048
Mm Hs	TREML4	Red pulp macrophages	TLT4	0.002	triggering receptor expressed on myeloid cells like 4	protein-coding gene	1	Mesoderm	Immune system	NA	0.259259	0.0	0.00206332
Mm Hs	CD86	Red pulp macrophages	B7.2|B7-2|CD28LG2	0.021	CD86 molecule	protein-coding gene	1	Mesoderm	Immune system	NA	0.333333	0.0119625	0.0229811
Mm Hs	NR1H3	Red pulp macrophages	LXR-a|RLD-1|LXRa	0.007	nuclear receptor subfamily 1 group H member 3	protein-coding gene	1	Mesoderm	Immune system	NA	0.555556	0.00969932	0.00640341
Mm Hs	SLC11A1	Red pulp macrophages	NRAMP|NRAMP1	0.014	solute carrier family 11 member 1	protein-coding gene	1	Mesoderm	Immune system	NA	0.296296	0.00581959	0.0158662
Mm Hs	ADGRE1	Red pulp macrophages	TM7LN3|EMR1	0.029	adhesion G protein-coupled receptor E1	protein-coding gene	1	Mesoderm	Immune system	NA	0.851852	0.000646621	0.0354322
Mm Hs	MERTK	Red pulp macrophages	mer|RP38|c-Eyk|Tyro12	0.015	MER proto-oncogene, tyrosine kinase	protein-coding gene	1	Mesoderm	Immune system	NA	0.555556	0.000969932	0.0175738
Mm Hs	CCR3	Red pulp macrophages	CC-CKR-3|CKR3|CD193|CMKBR3	0.001	C-C motif chemokine receptor 3	protein-coding gene	1	Mesoderm	Immune system	NA	0.62963	0.0	0.000355745
Mm Hs	SPIC	Red pulp macrophages	MGC40611|SPI-C	0.002	Spi-C transcription factor	protein-coding gene	1	Mesoderm	Immune system	NA	0.851852	0.0	0.000498043
Mm Hs	SLC40A1	Red pulp macrophages	MTP1|IREG1|FPN1|HFE4|SLC11A3	0.034	solute carrier family 40 member 1	protein-coding gene	1	Mesoderm	Immune system	NA	1.0	0.0365341	0.0326574
Mm Hs	VCAM1	Red pulp macrophages	CD106	0.036	vascular cell adhesion molecule 1	protein-coding gene	1	Mesoderm	Immune system	NA	1.0	0.00743615	0.0417645
Mm Hs	SIGLEC1	Red pulp macrophages	SIGLEC-1|CD169|FLJ00051|FLJ00055|FLJ00073|FLJ32150|dJ1009E24.1|sialoadhesin	0.0	sialic acid binding Ig like lectin 1	protein-coding gene	1	Mesoderm	Immune system	NA	0.0	0.0	0.000142298
Mm Hs	RUVBL1	Reticulocytes	TIP49|NMP238|RVB1|TIP49a|Pontin52|ECP54|Rvb1|INO80H	0.057	RuvB like AAA ATPase 1	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0937601	0.0432467
Mm Hs	TFRC	Reticulocytes	CD71|TFR1|p90	0.042	transferrin receptor	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0611057	0.0358614
Mm Hs	UCP3	Reticulocytes	SLC25A9	0.0	uncoupling protein 3	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0	0.0
Mm Hs	FOLR1	Reticulocytes	FOLR	0.013	folate receptor 1	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0090527	0.0146996
Mm Hs	UBE2O	Reticulocytes	E2-230K	0.0	ubiquitin conjugating enzyme E2 O	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0	0.000639114
Mm Hs	CD36	Reticulocytes	SCARB3|GPIV|GP4|GP3B	0.033	CD36 molecule	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0355642	0.033589
Mm Hs	ITGA4	Reticulocytes	CD49d|CD49D	0.036	integrin subunit alpha 4	protein-coding gene	1	Mesoderm	Blood	NA	NA	0.0116392	0.0409743
Mm Hs	PRKCA	Retinal ganglion cells	PKCA	0.033	protein kinase C alpha	protein-coding gene	NA	Ectoderm	Brain	0.0	0.446809	0.0152005	0.0361952
Mm Hs	NGF	Retinal ganglion cells	NGFB	0.003	nerve growth factor	protein-coding gene	NA	Ectoderm	Brain	0.0	0.0	0.000646831	0.00320627
Mm Hs	POU4F2	Retinal ganglion cells	Brn-3b|BRN3B	0.002	POU class 4 homeobox 2	protein-coding gene	1	Ectoderm	Brain	0.0	0.531915	0.0	0.000427503
Mm Hs	NHLH2	Retinal ganglion cells	bHLHa34|HEN2	0.019	nescient helix-loop-helix 2	protein-coding gene	NA	Ectoderm	Brain	1.0	0.0638298	0.00129366	0.0240114
Hs	RNU1-1	Retinal ganglion cells	Rnu1a1|U1|HU1-1|U1A1|HSD1|RNU1|RNU1G4|RNU1A3|RNU1A	0.0	RNA, U1 small nuclear 1	non-coding RNA	NA	Ectoderm	Brain	0.0	0.0	0.0	0.0
Mm Hs	ATF6B	Retinal ganglion cells	CREBL1	0.022	activating transcription factor 6 beta	protein-coding gene	NA	Ectoderm	Brain	0.0	0.808511	0.00905563	0.0215176
Mm Hs	SNX16	Retinal ganglion cells	NA	0.007	sorting nexin 16	protein-coding gene	NA	Ectoderm	Brain	0.0	0.808511	0.0113195	0.00413253
Mm Hs	IRX5	Retinal ganglion cells	IRX-2a	0.009	iroquois homeobox 5	protein-coding gene	NA	Ectoderm	Brain	0.0	0.404255	0.000970246	0.00954756
Mm Hs	YDJC	Retinal ganglion cells	NA	0.021	YdjC chitooligosaccharide deacetylase homolog	protein-coding gene	NA	Ectoderm	Brain	0.0	0.808511	0.0527167	0.00513003
Mm Hs	DPP10	Retinal ganglion cells	DPRP3|DPL2|DPPY	0.011	dipeptidyl peptidase like 10	protein-coding gene	NA	Ectoderm	Brain	0.0	0.617021	0.000970246	0.0117563
Mm Hs	SHD	Retinal ganglion cells	NA	0.006	Src homology 2 domain containing transforming protein D	protein-coding gene	NA	Ectoderm	Brain	0.0	0.829787	0.00582147	0.00256502
Mm Hs	SMIM18	Retinal ganglion cells	NA	0.004	small integral membrane protein 18	protein-coding gene	NA	Ectoderm	Brain	1.0	0.808511	0.0	0.00228001
Mm Hs	GALNT14	Retinal ganglion cells	GalNac-T10|FLJ12691|GalNac-T14	0.004	polypeptide N-acetylgalactosaminyltransferase 14	protein-coding gene	NA	Ectoderm	Brain	0.0	0.553191	0.000646831	0.00277877
Mm Hs	CHRNB3	Retinal ganglion cells	NA	0.003	cholinergic receptor nicotinic beta 3 subunit	protein-coding gene	NA	Ectoderm	Brain	0.0	0.723404	0.0	0.000997506
Mm Hs	THEM4	Retinal ganglion cells	CTMP	0.01	thioesterase superfamily member 4	protein-coding gene	NA	Ectoderm	Brain	0.0	0.808511	0.01326	0.00627004
Mm Hs	SCAPER	Retinal ganglion cells	Zfp291|ZNF291	0.017	S-phase cyclin A associated protein in the ER	protein-coding gene	NA	Ectoderm	Brain	0.0	0.829787	0.034282	0.0119701
